Linux 4.1.5 (host9) 	Friday 25 November 2016 	_x86_64_	(16 CPU)

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067253   106     10322    4.40    4.00    2.20   10.60     7     25.40      0.00 14146676 3291996  10.03   1992.80   7580.80      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067258   106     10322    6.00    2.00    2.00   10.00     7     13.00      0.00 14146676 3331172  10.15   2168.00   5776.80      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067263   106     10322    5.40    2.20    2.80   10.40     7     25.00      0.00 14146676 3366252  10.25   1904.80   7276.80      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067268   106     10322    3.20    4.00    3.00   10.20     6     14.20      0.00 14146676 3403380  10.37   1606.40   6807.20      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067273   106     10322    5.20    2.60    2.20   10.00     7     58.40      0.00 14146676 3442820  10.49   1560.80   8064.80      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067278   106     10322    4.80    3.60    2.20   10.60     5     23.00      0.00 14146676 3477900  10.59   2190.40  18620.80      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067283   106     10322    5.00    3.20    3.80   12.00     7     39.80      0.00 14146676 3670676  11.18   2184.00   3968.00      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067288   106     10322    3.00    2.00    4.20    9.20     4     34.00      0.00 14147700 3681444  11.21   1864.00  42800.00      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067293   106     10322    0.80    2.80    9.00   12.60     7     60.00      0.00 14147700 3754180  11.43   1406.40  91588.00      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067298   106     10322    2.60    2.80    4.40    9.80     2    187.60      0.00 14147700 3757876  11.45  12760.00  46107.20      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067303   106     10322    3.60    3.60    5.20   12.40     3     21.40      0.00 14147700 3757876  11.45  21535.20  11877.60      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067308   106     10322    4.40    4.80    6.80   16.00     1      9.80      0.00 14147700 3764020  11.46  27388.80    884.00      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067313   106     10322    6.40    4.00   13.00   23.40     2     10.00      0.00 14147700 3778356  11.51  37619.20    535.20      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067318   106     10322    2.20    4.00   12.20   18.40     5     59.80      0.00 14147700 3791700  11.55   4506.40  36225.60      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067323   106     10322    1.80    2.20    3.00    7.00     1    105.40      0.00 14147700 3802004  11.58   4576.00  44852.00      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067328   106     10322    3.40    3.20    5.80   12.40     5     10.00      0.00 14147700 3814292  11.62  19532.00  27500.00      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067333   106     10322    5.80    4.40    7.80   18.00     6     36.80      0.00 14147700 3842964  11.70  32015.20    699.20      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067338   106     10322    5.40    4.20    9.00   18.60     5      9.20      0.00 14147700 3869588  11.79  36064.80    627.20      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067343   106     10322    2.40   16.80   22.40   41.60     8     48.60      0.00 14147700 3892380  11.85  23785.60   4410.40      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067348   106     10322    2.40    2.40    3.20    8.00     1    111.80      0.00 14140532 3901648  11.88   4965.60  30474.40      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067353   106     10322    4.80    2.40    5.80   13.00     2     62.00      0.00 14136436 3912200  11.92  21854.40  24082.40      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067358   106     10322    2.40    3.60    4.80   10.80     0     87.60      0.00 14136436 3930164  11.97  15552.00  30512.80      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067363   106     10322    6.40    5.00    9.00   20.40     3      9.80      0.00 14136436 3946548  12.02  43914.40    442.40      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067368   106     10322    2.80   19.40   17.00   39.20     7     14.80      0.00 14144628 3967292  12.08  30144.00   5572.80      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067373   106     10322    2.00    2.00    6.20   10.20     5     60.60      0.00 14144628 3978588  12.12   3544.00  42276.00      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067378   106     10322    2.40    2.00    5.20    9.60     3    140.00      0.00 14140532 3995712  12.17   3713.60  34981.60      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067383   106     10322    1.40    3.20    6.40   11.00     2     47.40      0.00 14140532 4008788  12.21   4242.40  34951.20      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067388   106     10322    3.00    2.40    4.20    9.60     3     47.40      0.00 14136436 4021608  12.25   4561.60  32131.20      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067393   106     10322    2.60    4.00    6.60   13.20     3     35.00      0.00 14131748 4033240  12.28  10092.00  29343.20      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067398   106     10322    2.20    2.40    6.80   11.40     2     50.60      0.00 14131748 4048628  12.33   4543.20  47206.40      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067403   106     10322    2.40    6.80    9.20   18.40     6     30.60      0.00 14131748 4059396  12.36  22208.00  31841.60      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067408   106     10322    3.60    2.00    4.40   10.00     3     59.00      0.00 14132340 4070692  12.40   4523.20  38318.40      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
 1480067413   106     10322    3.40    2.60    3.40    9.40     7     82.00      0.00 14132340 4082516  12.43   9584.00  47132.00      0.00  qemu-system-x86

#      Time   UID       PID    %usr %system  %guest    %CPU   CPU  minflt/s  majflt/s     VSZ    RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s  Command
